diameter,thickness,angle,distance,mandrel,result
29.629086,1.9399432,38.78609,2.213642,0.4592315,0.586408854449305
28.712015,1.9359872,42.68581,2.1039896,0.528314,0.5327851846228079
29.98132,2.1174593,98.90948,3.1363392,0.33074164,0.205088895294668
27.95554,1.9874014,52.313316,2.3742187,0.47773576,0.12377563222326882
32.031124,2.2328339,64.07738,2.7360456,0.46520495,0.5982672318464077
26.57497,1.9030629,81.67077,2.8429842,0.38107336,0.29212954028099924
29.507618,2.0815287,86.76948,3.1840131,0.42719495,0.9469956682781916
27.953478,2.0339549,86.45162,2.9246492,0.3866284,0.19208417362878993
28.099113,1.9027737,55.803272,2.4326227,0.37543976,0.06836780313351476
27.041626,2.048536,76.472534,2.93987,0.34967923,0.2161119296237599
26.41808,1.9010574,70.29929,2.5851634,0.3933587,0.519813249714009
27.833214,2.03569,70.16474,2.7575092,0.39459455,0.22876081927786884
28.761593,1.8574916,61.63359,2.5231645,0.3944863,0.3753069515713984
31.102901,2.1125066,70.83248,2.8287683,0.42163336,0.5859575685235899
26.055237,1.8640152,78.21338,2.8597984,0.3218249,0.808763784307087
27.323837,1.9785942,62.490566,2.548171,0.45114446,0.22198015068404386
31.478428,2.1534915,104.82801,3.2878532,0.43613827,0.4933718866904596
27.679798,1.9664227,87.29902,3.019158,0.40393507,0.8413056379605677
26.124386,1.9495555,79.51583,2.8149438,0.380193,0.05201604294689366
30.007465,2.1366842,66.02232,2.6587903,0.4832244,0.340626885619953
30.967283,2.0717223,59.50211,2.5004084,0.484604,0.025034477018257006
29.010311,2.0591335,77.91405,2.9354784,0.3714825,0.7562365666388187
28.483774,1.9108332,45.220848,2.2022781,0.4677105,0.8780940739565257
28.670242,2.0553923,58.36498,2.3541684,0.4038682,0.7957508563092114
27.992523,1.8712003,48.29398,2.1815615,0.48699367,0.9265550312887059
27.227543,1.9832972,77.9188,2.8274322,0.38333154,0.14437166997263173
30.991987,1.9085633,30.718578,1.8906919,0.5327127,0.5409743189620647
27.969067,1.9575936,69.42249,2.772069,0.40261066,0.2747449318380085
25.730928,1.9005686,76.04276,2.7055001,0.4476838,0.021534019300729734
31.23958,2.0903604,33.96432,1.9536265,0.5656177,0.08860642651959172
28.383545,2.1260767,78.76335,2.8749921,0.34696782,0.17844048265438217
27.093115,1.8881553,50.090427,2.171419,0.40312922,0.7667075403172021
27.843378,1.926648,92.905685,3.0996747,0.35702384,0.5050936598619198
27.966038,1.8401476,34.187923,1.9259323,0.4862163,0.1975335550781161
29.43153,1.8837807,30.512566,1.8639079,0.47505695,0.8395592988581397
26.960985,2.0502334,74.51321,2.6874442,0.37255156,0.29491592887501483
27.035067,1.9911472,70.94018,2.7397838,0.39156878,0.9041348510198227
29.915743,2.223835,92.588554,3.1060028,0.45598602,0.5631612236532287
29.573433,1.9822541,59.102154,2.4573681,0.4435724,0.4385814498564615
27.927742,1.9599904,63.026474,2.6345665,0.42251337,0.21866113695488676
27.762785,1.9055331,72.28187,2.6986504,0.3837675,0.8345698246287572
30.443415,2.1166627,107.600365,3.381693,0.45941675,0.9165223443090706
27.432228,1.8433796,52.008976,2.3242168,0.4524243,0.6605897770675591
28.962246,1.8766325,52.52305,2.3125384,0.39072442,0.9947121871196282
28.774052,1.9832081,58.480843,2.4496164,0.3710884,0.6605682364970201
28.392776,2.0040185,64.734535,2.535495,0.40659416,0.8232438733644468
28.650757,1.8479824,27.991898,1.7425174,0.5232151,0.5917317218261133
28.56572,1.9359094,44.429554,2.133993,0.436957,0.6153457931872434
28.23288,1.9349315,57.684322,2.4900665,0.47976768,0.0399854243593607
28.673813,1.9824411,70.059555,2.7826576,0.3873899,0.5338388949048355
29.642889,2.0975232,62.523266,2.6289415,0.4140874,0.3752564142977327
26.634453,1.9397322,67.72397,2.545426,0.43713188,0.947923646729403
29.11296,2.0212324,100.94582,3.139907,0.42057383,0.7987160853233422
29.46209,2.118936,82.09216,3.0799358,0.3685385,0.7618969024098524
26.227291,1.8643339,77.046104,2.760519,0.41761684,0.21866317178842942
27.246347,1.9344229,64.6433,2.5572872,0.4230708,0.33062275701347843
28.494804,1.9085802,38.997112,2.0291202,0.48689294,0.4427422061629218
28.024628,1.8020271,50.886703,2.216598,0.4908812,0.39614890289866767
27.781515,1.9232582,58.712635,2.4405546,0.45499516,0.25398368995423537
27.075565,1.9999722,71.63194,2.7526522,0.35951352,0.07853618733606216
28.420563,1.8554806,51.45724,2.3676565,0.46357822,0.3083326783463177
28.968313,1.9435452,47.76444,2.2295396,0.47050393,0.6423522295380433
27.16544,1.9547288,82.50742,2.8592217,0.4178586,0.21829798237757436
27.751507,2.0547416,71.842865,2.6523418,0.3245139,0.5117376071280726
27.99318,1.9157122,102.327126,3.3271093,0.37887156,0.8070506960067475
29.401623,2.01499,37.40659,1.9499735,0.4616146,0.534582319657763
27.959417,1.8511609,44.73653,2.1764944,0.4776479,0.2909582163345451
27.896744,2.1129732,67.027756,2.6882532,0.40765464,0.5501266362616647
28.460049,2.0379682,79.764534,2.890244,0.37492645,0.6982450414033264
29.308807,1.9324149,55.679585,2.4194403,0.40279496,0.6331509572082861
26.047901,1.92241,66.81228,2.5885806,0.39242375,0.9419284815226465
29.644997,2.1399083,91.98704,3.1907327,0.42873168,0.8134485590817279
27.71571,1.9451904,82.97921,2.96647,0.30581987,0.15638022659022388
26.8769,1.8865579,62.300755,2.5116246,0.40344954,0.2837554662466937
31.507694,1.952337,27.215794,1.7801384,0.5097509,0.8419511111445739
26.987658,1.9943992,68.33936,2.6297522,0.3024869,0.018327383092525573
27.049778,1.9717833,65.692276,2.6248598,0.39389682,0.9610720882431584
30.500334,1.9563457,33.38821,1.917293,0.47097796,0.6629111588572406
28.438236,2.0373619,48.588047,2.1608489,0.4603417,0.5727317558872633
28.044857,1.9088229,62.04426,2.4568622,0.40656376,0.3695494678627127
26.192493,1.832912,80.00537,2.8580837,0.3287723,0.37330290687314727
30.184193,2.0505097,94.19679,3.2123322,0.3772341,0.17302912495593015
30.870998,2.2856045,99.81071,3.2954144,0.38603795,0.615431561311821
26.994423,1.8833983,85.57153,2.96415,0.29037368,0.8885227086929579
27.561401,1.8934345,56.24832,2.406311,0.39017355,0.9851022833666891
28.08094,1.7582027,34.801662,1.899211,0.47212523,0.8236402093440786
26.93982,1.9648844,73.52831,2.744507,0.42284036,0.39104859247513013
28.647377,2.1165302,85.90012,2.8683848,0.36548615,0.675221508536111
31.014126,2.0158198,47.085926,2.1365435,0.5216088,0.5655104992489507
27.003334,1.9555053,66.264,2.6193154,0.42739725,0.7271314575898277
28.472534,2.0234172,50.394657,2.3666334,0.45399153,0.08674049306212017
29.231983,1.7955831,38.79723,2.081951,0.40693784,0.9871154189111858
26.824677,1.9721721,83.064445,2.89646,0.35940647,0.33260548703390236
27.72723,2.0511048,72.53074,2.6264834,0.42868316,0.46847660956548454
27.91674,1.9928592,61.1166,2.5407999,0.48841703,0.0378093512071086
28.344687,1.9040443,61.858227,2.4695802,0.40037334,0.8926335823584827
28.74033,2.1220376,75.426384,2.8321102,0.4360671,0.7446920964327862
27.148462,1.8843831,46.31528,2.11001,0.45208597,0.4541476765068222
30.2234,1.8739134,35.904747,1.9099876,0.49865723,0.23263400910019427
28.012661,1.8328596,34.921005,1.829523,0.45961213,0.8900688477011348
26.513538,1.9348742,83.01093,2.890496,0.23961057,0.24627506145021605
29.055304,1.8515452,39.259014,1.9475274,0.4528371,0.8592403691401272
28.802437,1.996058,45.50824,2.2304127,0.42567265,0.39536540792543673
30.745884,1.8245652,45.898987,2.1454399,0.5106982,0.4143597821396803
27.613865,2.0084229,68.718834,2.7344608,0.3130889,0.5057146498469673
27.307365,2.0124521,76.52647,2.7240484,0.41409278,0.9433238183975485
26.88944,2.0686388,74.66342,2.9343643,0.37247562,0.29266873306820973
28.156685,2.0870497,80.04995,2.813215,0.4183936,0.9467260664909626
28.632275,1.9441706,33.537094,1.8962668,0.44279164,0.9248866377999958
28.247438,2.0573246,84.897514,2.9121573,0.39732635,0.17680108545333573
27.27026,1.9323429,81.24254,2.891181,0.3554666,0.09425080555708032
29.54876,1.9538368,40.169476,2.0451417,0.4925052,0.031079953166117336
29.469925,1.9383539,57.823128,2.5903268,0.36752748,0.15812486170608586
29.348774,2.073571,66.49476,2.7038507,0.49034548,0.8360756605868631
27.215519,1.9910147,61.03558,2.4962182,0.40761554,0.45583811205984437
28.319466,1.8288592,35.14971,1.9004849,0.51891357,0.34309785860079933
28.787115,2.0142174,55.98921,2.4862251,0.42530882,0.37031349294620963
26.1013,1.9234931,76.7051,2.772824,0.3730371,0.7496601638763323
28.671486,2.082306,77.00621,2.9776583,0.35302842,0.39164100129544865
26.644466,1.9336983,64.17098,2.4588516,0.41477883,0.6470333106340653
29.126009,1.9630824,41.882847,2.1273715,0.5221648,0.7446317670044282
27.323801,1.9860793,65.55406,2.4856284,0.37213433,0.49294543227922893
28.195766,2.0122116,75.628456,2.759801,0.41665196,0.7517964638680027
28.092741,2.0291145,83.35846,2.8893948,0.36624408,0.5407109583907264
27.608154,1.9337997,52.54591,2.2673965,0.44641113,0.22171643758905757
27.853163,1.9506103,55.40727,2.4163365,0.46903086,0.026968946921704706
31.328186,1.9942935,43.932102,2.1796968,0.49768496,0.7989341986242233
27.034893,1.988868,70.43743,2.6214964,0.3736229,0.8906911323501672
26.930435,1.9816258,51.441845,2.355084,0.3938123,0.4811689162353292
30.46464,2.2345545,75.14217,2.9013095,0.45921016,0.5047812926630051
28.002266,1.9428543,55.263268,2.3171113,0.44665003,0.3723219633194734
29.108599,2.1649723,75.302864,2.87686,0.38786364,0.7756067471707637
28.449434,1.8541259,35.8541,1.997393,0.49513817,0.37443689978345096
28.9861,2.1262836,79.43441,2.8823233,0.33808947,0.0019331424305946143
28.275208,1.9081138,29.324057,1.847725,0.44195408,0.3733052295924528
27.87613,2.0034401,65.68592,2.5798526,0.3603773,0.24248792958518606
31.113739,2.3261125,97.10963,3.2383728,0.35359752,0.9576190394982613
26.388956,1.8242768,82.785484,2.9226346,0.31410098,0.9796476096324339
28.261868,1.8378657,27.782146,1.7877527,0.52358943,0.4372494570575328
30.017847,1.939387,35.846195,2.0100358,0.5464373,0.5914296397514601
28.567892,1.8981253,60.591125,2.5599756,0.42743063,0.6321874396474635
28.314102,1.8259665,34.1422,1.8721873,0.5042604,0.33451924124974863
29.956787,1.9472128,35.43513,2.1364536,0.49892128,0.6351209628791783
27.916555,1.9524502,64.90152,2.6212873,0.43090189,0.41395137218810674
29.748985,1.9554518,48.40389,2.3801162,0.43249345,0.34163475159182455
29.486015,1.962289,36.9045,1.960284,0.42541587,0.6049249941604605
26.890434,1.9821454,81.619095,2.8111987,0.41195965,0.19317681476647897
29.902018,1.9339362,41.29879,2.129469,0.4653591,0.3846851669613607
28.2397,1.9440157,50.591805,2.2736638,0.4329629,0.606757405893182
28.077583,1.9950272,83.29951,2.8811069,0.32961404,0.6460596185003609
31.991596,2.1913881,59.982655,2.593859,0.44397616,0.05556629944634739
27.740896,2.010539,85.060684,2.917635,0.36253226,0.8265633283544589
25.775766,1.84052,75.947075,2.6620986,0.4235989,0.5116305366082324
28.734196,1.9247903,90.636406,3.2218955,0.34106374,0.9810738802012539
28.200657,1.8691629,52.97531,2.3367708,0.37434924,0.4957598111681645
26.129799,1.8840779,78.60804,2.8537247,0.36706054,0.3266799250881659
29.602995,1.9866985,45.771183,2.181666,0.4824705,0.061181635722175054
28.545433,1.7981924,40.73309,2.0251236,0.4571823,0.9929350698228585
26.946829,1.8871558,57.857212,2.3464005,0.41469944,0.40870215729496306
30.366112,1.8592387,24.560112,1.8457476,0.50719595,0.872406164453452
27.513235,2.059643,58.84733,2.4864535,0.45942628,0.6940010415128456
29.052023,1.9790143,45.18118,2.0962417,0.44320834,0.17681353423934887
29.309969,2.0695493,88.67503,3.1192796,0.40091836,0.3951102890739324
27.504892,1.7886671,50.14227,2.2265422,0.36084926,0.8502756164011596
27.287003,2.03386,75.939156,2.8830776,0.35275137,0.9207209076161109
26.504543,1.9837743,75.62236,2.7013388,0.41242385,0.9446789389664925
28.662197,2.1026945,86.78689,3.1387928,0.28263128,0.715109483935141
26.809368,1.9217074,77.39265,2.6729355,0.36977684,0.9544272017147708
28.18638,2.0307145,82.967766,2.962296,0.40643036,0.1120024907699253
27.060709,2.000885,78.58775,2.7844796,0.3879584,0.6786615836952411
29.64214,1.9762524,55.315784,2.5015512,0.4189136,0.7739768023720607
28.132454,2.001358,92.99491,3.0472822,0.46543717,0.46010518122793553
29.213749,2.0898626,78.415695,2.8984697,0.36765397,0.5262271162790964
29.065895,2.0768354,84.07968,2.8585575,0.36106813,0.1062690222255962
27.564957,1.8471228,47.277447,2.105631,0.4472872,0.49258717003278685
28.022049,1.9015267,46.51054,2.1485515,0.46200454,0.13701532782763748
27.251873,1.9494241,65.67055,2.5722704,0.42860222,0.9931552556327744
27.23795,1.9780824,70.18784,2.6084628,0.3353957,0.967340577670932
28.69286,1.9106811,45.965206,2.192713,0.45061898,0.5724199332701974
28.337883,1.8580084,48.150383,2.1166809,0.3628837,0.27202653190153026
28.007893,1.9830629,77.79099,2.8745294,0.40919113,0.6785654056991883
29.16528,1.8947992,33.231586,1.8688786,0.49240077,0.9523568687986607
