diameter,thickness,angle,distance,mandrel,result
-0.1946512,-0.19117737,0.026986675,0.018021705,0.0019082129,0.6277820252415834
-0.32504773,-0.29752743,0.25202578,0.15258847,0.10342017,0.9038298063535308
-0.1625908,-0.048450496,0.066649735,-0.025204966,0.006835319,0.2630310508716389
-0.13226005,-0.14566413,0.066537574,0.019704046,-0.15420568,0.1264841943334516
-0.16086887,-0.080034,0.076964885,-0.010160556,-0.06882685,0.5178507487163733
-0.22472034,-0.09747485,0.019486323,-0.0068372358,-0.081391536,0.7583112027332065
-0.19051057,-0.17866884,-0.0013128752,-0.08264647,0.01388862,0.259943758322032
-0.29881102,-0.101888224,-0.07400486,-0.121942334,-0.13095608,0.785547515298873
-0.35041323,-0.1806937,0.08318207,-0.030351995,0.042350218,0.2551757694528459
-0.23508507,-0.111916736,-0.017756093,-0.072913125,-0.1270704,0.5262488430651563
-0.51700807,-0.14260535,0.11014305,0.04431787,-0.16368851,0.5133630160815987
-0.17450032,-0.14673558,0.01760143,0.06604679,-0.065298684,0.5059144485526543
-0.13893032,-0.13342617,0.027518393,0.110796824,-0.25472298,0.028805374616367896
-0.16192813,-0.07376369,0.0915076,0.0012985449,-0.07426991,0.7662817093011022
-0.13077591,-0.21617234,-0.08530043,0.05246535,-0.16674066,0.7653306344482926
-0.36940724,-0.18023637,0.06269424,0.1507289,-0.20362309,0.10861815612930259
-0.28738484,-0.17534153,0.09267284,0.011251496,0.03399404,0.4947401301104033
-0.22258587,-0.16327593,0.06461994,0.071459,-0.1357423,0.5851366466315808
-0.13549899,-0.100433804,0.02283176,0.07463013,-0.31491286,0.999044404110151
-0.2614145,-0.3099665,0.098680854,0.06466411,0.10956277,0.5821525051615236
-0.16608015,-0.07825815,-0.06248008,-0.043700814,-0.2126027,0.29821889288827785
-0.24964592,-0.05631126,0.03140208,0.013788754,-0.15596667,0.2541896736752235
-0.18415545,-0.0875396,-0.092064634,-0.08073748,-0.16503358,0.7363230979124569
-0.17735624,-0.1794612,-0.005545616,0.12079185,-0.38512588,0.6257648880239028
-0.17555572,-0.11609724,-0.051080544,0.036120333,-0.20387396,0.1663475189330339
-0.2515474,-0.17616455,0.0071220123,0.0018055756,-0.09947034,0.27858473416724827
-0.26995122,-0.13258317,0.13690786,-0.023366554,0.066521704,0.789564318873467
-0.14808476,-0.12375475,0.023708332,-0.051086977,-0.09919485,0.3872465584696091
-0.24812064,-0.23761128,0.0032969005,0.09123536,-0.11034375,0.7690561358132842
-0.25142792,-0.27268177,0.11794269,0.05660654,0.14384124,0.6246237920900749
-0.3672072,-0.23098515,0.112722576,0.09582184,-0.018098451,0.7984076177808946
-0.12977697,-0.17713061,0.04837515,0.025660956,-0.27093273,0.37723384691528095
-0.16646764,-0.14075576,0.07223019,0.1081458,-0.24548781,0.19711658857866887
